Latitude,Longitude,Borough,Ward ID,Borough ID,Ward,Point Order,Sub Polygon Id
51.5812,-0.2779,Brent,E05000093,E09000005,Kenton,6,1
51.584,-0.2808,Brent,E05000093,E09000005,Kenton,7,1
51.5793,-0.285,Brent,E05000093,E09000005,Kenton,8,1
51.5796,-0.2918,Brent,E05000093,E09000005,Kenton,9,1
51.5765,-0.2916,Brent,E05000093,E09000005,Kenton,10,1
51.5729,-0.2938,Brent,E05000093,E09000005,Kenton,11,1
51.5727,-0.2972,Brent,E05000093,E09000005,Kenton,12,1
51.5771,-0.311,Brent,E05000093,E09000005,Kenton,13,1
51.5816,-0.3155,Brent,E05000093,E09000005,Kenton,14,1
51.5271,-0.195,Brent,E05000094,E09000005,Kilburn,1,1
51.5296,-0.1964,Brent,E05000094,E09000005,Kilburn,2,1
51.5324,-0.2014,Brent,E05000094,E09000005,Kilburn,3,1
51.5345,-0.1977,Brent,E05000094,E09000005,Kilburn,4,1
51.5402,-0.2024,Brent,E05000094,E09000005,Kilburn,5,1
51.5421,-0.2061,Brent,E05000094,E09000005,Kilburn,6,1
51.5448,-0.2003,Brent,E05000094,E09000005,Kilburn,7,1
51.5358,-0.1899,Brent,E05000094,E09000005,Kilburn,8,1
51.5316,-0.1913,Brent,E05000094,E09000005,Kilburn,9,1
51.5271,-0.195,Brent,E05000094,E09000005,Kilburn,10,1
51.5612,-0.2191,Brent,E05000095,E09000005,Mapesbury,1,1
51.5547,-0.2119,Brent,E05000095,E09000005,Mapesbury,2,1
51.5465,-0.2021,Brent,E05000095,E09000005,Mapesbury,3,1
51.5463,-0.202,Brent,E05000095,E09000005,Mapesbury,4,1
51.5482,-0.2168,Brent,E05000095,E09000005,Mapesbury,5,1
51.5487,-0.2194,Brent,E05000095,E09000005,Mapesbury,6,1
51.5501,-0.2226,Brent,E05000095,E09000005,Mapesbury,7,1
51.5529,-0.2215,Brent,E05000095,E09000005,Mapesbury,8,1
51.5543,-0.229,Brent,E05000095,E09000005,Mapesbury,9,1
51.5571,-0.2298,Brent,E05000095,E09000005,Mapesbury,10,1
51.5612,-0.2191,Brent,E05000095,E09000005,Mapesbury,11,1
51.5625,-0.3023,Brent,E05000096,E09000005,Northwick Park,1,1
51.5616,-0.3077,Brent,E05000096,E09000005,Northwick Park,2,1
51.5624,-0.312,Brent,E05000096,E09000005,Northwick Park,3,1
51.5613,-0.3181,Brent,E05000096,E09000005,Northwick Park,4,1
51.5569,-0.3204,Brent,E05000096,E09000005,Northwick Park,5,1
51.5611,-0.3297,Brent,E05000096,E09000005,Northwick Park,6,1
51.562,-0.3267,Brent,E05000096,E09000005,Northwick Park,7,1
51.5666,-0.3282,Brent,E05000096,E09000005,Northwick Park,8,1
51.5692,-0.3206,Brent,E05000096,E09000005,Northwick Park,9,1
51.5727,-0.3232,Brent,E05000096,E09000005,Northwick Park,10,1
51.5777,-0.325,Brent,E05000096,E09000005,Northwick Park,11,1
51.5816,-0.3155,Brent,E05000096,E09000005,Northwick Park,12,1
51.5771,-0.311,Brent,E05000096,E09000005,Northwick Park,13,1
51.5625,-0.3023,Brent,E05000096,E09000005,Northwick Park,14,1
51.5771,-0.311,Brent,E05000097,E09000005,Preston,1,1
51.5727,-0.2972,Brent,E05000097,E09000005,Preston,2,1
51.5686,-0.2866,Brent,E05000097,E09000005,Preston,3,1
51.564,-0.2806,Brent,E05000097,E09000005,Preston,4,1
51.5628,-0.2774,Brent,E05000097,E09000005,Preston,5,1
51.5598,-0.2884,Brent,E05000097,E09000005,Preston,6,1
51.5558,-0.2912,Brent,E05000097,E09000005,Preston,7,1
51.5565,-0.2988,Brent,E05000097,E09000005,Preston,8,1
51.5593,-0.3004,Brent,E05000097,E09000005,Preston,9,1
51.5625,-0.3023,Brent,E05000097,E09000005,Preston,10,1
51.5771,-0.311,Brent,E05000097,E09000005,Preston,11,1
51.5294,-0.222,Brent,E05000098,E09000005,Queens Park,1,1
51.5304,-0.224,Brent,E05000098,E09000005,Queens Park,2,1
51.536,-0.2253,Brent,E05000098,E09000005,Queens Park,3,1
51.5364,-0.2206,Brent,E05000098,E09000005,Queens Park,4,1
51.5389,-0.217,Brent,E05000098,E09000005,Queens Park,5,1
51.5365,-0.2134,Brent,E05000098,E09000005,Queens Park,6,1
51.5421,-0.2061,Brent,E05000098,E09000005,Queens Park,7,1
51.5402,-0.2024,Brent,E05000098,E09000005,Queens Park,8,1
51.5345,-0.1977,Brent,E05000098,E09000005,Queens Park,9,1
51.5324,-0.2014,Brent,E05000098,E09000005,Queens Park,10,1
51.5324,-0.2015,Brent,E05000098,E09000005,Queens Park,11,1
51.5309,-0.2136,Brent,E05000098,E09000005,Queens Park,12,1
51.5274,-0.2144,Brent,E05000098,E09000005,Queens Park,13,1
51.5294,-0.222,Brent,E05000098,E09000005,Queens Park,14,1
51.5921,-0.2564,Brent,E05000099,E09000005,Queensbury,1,1
51.5889,-0.2556,Brent,E05000099,E09000005,Queensbury,2,1
51.5882,-0.2601,Brent,E05000099,E09000005,Queensbury,3,1
51.589,-0.2647,Brent,E05000099,E09000005,Queensbury,4,1
51.5859,-0.2697,Brent,E05000099,E09000005,Queensbury,5,1
51.5846,-0.2769,Brent,E05000099,E09000005,Queensbury,6,1
51.5845,-0.2809,Brent,E05000099,E09000005,Queensbury,7,1
51.5897,-0.2824,Brent,E05000099,E09000005,Queensbury,8,1
51.5931,-0.2888,Brent,E05000099,E09000005,Queensbury,9,1
51.5957,-0.2778,Brent,E05000099,E09000005,Queensbury,10,1
51.5999,-0.2656,Brent,E05000099,E09000005,Queensbury,11,1
51.5937,-0.2582,Brent,E05000099,E09000005,Queensbury,12,1
51.5921,-0.2564,Brent,E05000099,E09000005,Queensbury,13,1
51.5382,-0.2809,Brent,E05000100,E09000005,Stonebridge,1,1
51.5415,-0.2753,Brent,E05000100,E09000005,Stonebridge,2,1
51.5444,-0.271,Brent,E05000100,E09000005,Stonebridge,3,1
51.5529,-0.2643,Brent,E05000100,E09000005,Stonebridge,4,1
51.5559,-0.2664,Brent,E05000100,E09000005,Stonebridge,5,1
51.5584,-0.2638,Brent,E05000100,E09000005,Stonebridge,6,1
51.554,-0.2511,Brent,E05000100,E09000005,Stonebridge,7,1
51.552,-0.2486,Brent,E05000100,E09000005,Stonebridge,8,1
51.5494,-0.2506,Brent,E05000100,E09000005,Stonebridge,9,1
51.5427,-0.2546,Brent,E05000100,E09000005,Stonebridge,10,1
51.539,-0.2551,Brent,E05000100,E09000005,Stonebridge,11,1
51.5335,-0.2541,Brent,E05000100,E09000005,Stonebridge,12,1
51.5348,-0.2562,Brent,E05000100,E09000005,Stonebridge,13,1
51.53,-0.265,Brent,E05000100,E09000005,Stonebridge,14,1
51.5283,-0.2814,Brent,E05000100,E09000005,Stonebridge,15,1
51.5312,-0.2878,Brent,E05000100,E09000005,Stonebridge,16,1
51.533,-0.2824,Brent,E05000100,E09000005,Stonebridge,17,1
51.5321,-0.2794,Brent,E05000100,E09000005,Stonebridge,18,1
51.5346,-0.2762,Brent,E05000100,E09000005,Stonebridge,19,1
51.5382,-0.2809,Brent,E05000100,E09000005,Stonebridge,20,1
51.5561,-0.334,Brent,E05000101,E09000005,Sudbury,1,1
51.5611,-0.3297,Brent,E05000101,E09000005,Sudbury,2,1
51.5569,-0.3204,Brent,E05000101,E09000005,Sudbury,3,1
51.5613,-0.3181,Brent,E05000101,E09000005,Sudbury,4,1
51.5624,-0.312,Brent,E05000101,E09000005,Sudbury,5,1
51.5616,-0.3077,Brent,E05000101,E09000005,Sudbury,6,1
51.5625,-0.3023,Brent,E05000101,E09000005,Sudbury,7,1
51.5593,-0.3004,Brent,E05000101,E09000005,Sudbury,8,1
51.559,-0.3018,Brent,E05000101,E09000005,Sudbury,9,1
51.5539,-0.3019,Brent,E05000101,E09000005,Sudbury,10,1
51.5514,-0.3045,Brent,E05000101,E09000005,Sudbury,11,1
51.5465,-0.3062,Brent,E05000101,E09000005,Sudbury,12,1
51.5487,-0.311,Brent,E05000101,E09000005,Sudbury,13,1
51.5548,-0.3264,Brent,E05000101,E09000005,Sudbury,14,1
51.5561,-0.334,Brent,E05000101,E09000005,Sudbury,15,1
51.5415,-0.2753,Brent,E05000102,E09000005,Tokyngton,1,1
51.5451,-0.2849,Brent,E05000102,E09000005,Tokyngton,2,1
51.5466,-0.2847,Brent,E05000102,E09000005,Tokyngton,3,1
51.5493,-0.2853,Brent,E05000102,E09000005,Tokyngton,4,1
51.5508,-0.2819,Brent,E05000102,E09000005,Tokyngton,5,1
51.5538,-0.2849,Brent,E05000102,E09000005,Tokyngton,6,1
51.5541,-0.2922,Brent,E05000102,E09000005,Tokyngton,7,1
51.5558,-0.2912,Brent,E05000102,E09000005,Tokyngton,8,1
51.5598,-0.2884,Brent,E05000102,E09000005,Tokyngton,9,1
51.5628,-0.2774,Brent,E05000102,E09000005,Tokyngton,10,1
51.5611,-0.2702,Brent,E05000102,E09000005,Tokyngton,11,1
51.5584,-0.2638,Brent,E05000102,E09000005,Tokyngton,12,1
51.5559,-0.2664,Brent,E05000102,E09000005,Tokyngton,13,1
51.5529,-0.2643,Brent,E05000102,E09000005,Tokyngton,14,1
51.5444,-0.271,Brent,E05000102,E09000005,Tokyngton,15,1
51.5415,-0.2753,Brent,E05000102,E09000005,Tokyngton,16,1
51.5733,-0.2676,Brent,E05000103,E09000005,Welsh Harp,1,1
51.5744,-0.2673,Brent,E05000103,E09000005,Welsh Harp,2,1
51.574,-0.2601,Brent,E05000103,E09000005,Welsh Harp,3,1
51.5776,-0.2604,Brent,E05000103,E09000005,Welsh Harp,4,1
51.5768,-0.252,Brent,E05000103,E09000005,Welsh Harp,5,1
51.5727,-0.2498,Brent,E05000103,E09000005,Welsh Harp,6,1
51.572,-0.2515,Brent,E05000103,E09000005,Welsh Harp,7,1
51.5687,-0.2482,Brent,E05000103,E09000005,Welsh Harp,8,1
51.5682,-0.2455,Brent,E05000103,E09000005,Welsh Harp,9,1
51.5666,-0.2436,Brent,E05000103,E09000005,Welsh Harp,10,1
51.5646,-0.2487,Brent,E05000103,E09000005,Welsh Harp,11,1
51.5594,-0.2519,Brent,E05000103,E09000005,Welsh Harp,12,1
51.5574,-0.2481,Brent,E05000103,E09000005,Welsh Harp,13,1
51.5546,-0.2486,Brent,E05000103,E09000005,Welsh Harp,14,1
51.554,-0.2511,Brent,E05000103,E09000005,Welsh Harp,15,1
51.5584,-0.2638,Brent,E05000103,E09000005,Welsh Harp,16,1
51.5608,-0.2633,Brent,E05000103,E09000005,Welsh Harp,17,1
51.5634,-0.2598,Brent,E05000103,E09000005,Welsh Harp,18,1
51.5681,-0.2669,Brent,E05000103,E09000005,Welsh Harp,19,1
51.5719,-0.2646,Brent,E05000103,E09000005,Welsh Harp,20,1
51.5733,-0.2676,Brent,E05000103,E09000005,Welsh Harp,21,1
51.5465,-0.3062,Brent,E05000104,E09000005,Wembley Central,1,1
51.5514,-0.3045,Brent,E05000104,E09000005,Wembley Central,2,1
51.5539,-0.3019,Brent,E05000104,E09000005,Wembley Central,3,1
51.559,-0.3018,Brent,E05000104,E09000005,Wembley Central,4,1
51.5593,-0.3004,Brent,E05000104,E09000005,Wembley Central,5,1
51.5565,-0.2988,Brent,E05000104,E09000005,Wembley Central,6,1
51.5558,-0.2912,Brent,E05000104,E09000005,Wembley Central,7,1
51.5541,-0.2922,Brent,E05000104,E09000005,Wembley Central,8,1
51.5538,-0.2849,Brent,E05000104,E09000005,Wembley Central,9,1
51.5508,-0.2819,Brent,E05000104,E09000005,Wembley Central,10,1
51.5493,-0.2853,Brent,E05000104,E09000005,Wembley Central,11,1
51.5466,-0.2847,Brent,E05000104,E09000005,Wembley Central,12,1
51.5481,-0.292,Brent,E05000104,E09000005,Wembley Central,13,1
51.5463,-0.296,Brent,E05000104,E09000005,Wembley Central,14,1
51.5436,-0.2953,Brent,E05000104,E09000005,Wembley Central,15,1
51.54,-0.2976,Brent,E05000104,E09000005,Wembley Central,16,1
51.5423,-0.3026,Brent,E05000104,E09000005,Wembley Central,17,1
51.5465,-0.3062,Brent,E05000104,E09000005,Wembley Central,18,1
51.5367,-0.229,Brent,E05000105,E09000005,Willesden Green,1,1
51.5394,-0.2365,Brent,E05000105,E09000005,Willesden Green,2,1
51.5398,-0.2409,Brent,E05000105,E09000005,Willesden Green,3,1
51.5427,-0.2412,Brent,E05000105,E09000005,Willesden Green,4,1
51.5453,-0.2454,Brent,E05000105,E09000005,Willesden Green,5,1
51.5497,-0.2389,Brent,E05000105,E09000005,Willesden Green,6,1
51.552,-0.2414,Brent,E05000105,E09000005,Willesden Green,7,1
51.5487,-0.2194,Brent,E05000105,E09000005,Willesden Green,8,1
51.5482,-0.2168,Brent,E05000105,E09000005,Willesden Green,9,1
51.546,-0.2197,Brent,E05000105,E09000005,Willesden Green,10,1
51.5465,-0.2262,Brent,E05000105,E09000005,Willesden Green,11,1
51.5452,-0.2307,Brent,E05000105,E09000005,Willesden Green,12,1
51.5414,-0.2315,Brent,E05000105,E09000005,Willesden Green,13,1
51.5404,-0.226,Brent,E05000105,E09000005,Willesden Green,14,1
51.5367,-0.229,Brent,E05000105,E09000005,Willesden Green,15,1
51.3908,0.0671,Bromley,E05000106,E09000006,Bickley,1,1
51.3887,0.0661,Bromley,E05000106,E09000006,Bickley,2,1
51.3906,0.0564,Bromley,E05000106,E09000006,Bickley,3,1
51.3889,0.0501,Bromley,E05000106,E09000006,Bickley,4,1
51.3889,0.0446,Bromley,E05000106,E09000006,Bickley,5,1
51.3958,0.0405,Bromley,E05000106,E09000006,Bickley,6,1
51.3991,0.0383,Bromley,E05000106,E09000006,Bickley,7,1
51.3992,0.0307,Bromley,E05000106,E09000006,Bickley,8,1
51.4064,0.0281,Bromley,E05000106,E09000006,Bickley,9,1
51.4088,0.0282,Bromley,E05000106,E09000006,Bickley,10,1
51.4135,0.0412,Bromley,E05000106,E09000006,Bickley,11,1
51.4133,0.0469,Bromley,E05000106,E09000006,Bickley,12,1
51.4157,0.0468,Bromley,E05000106,E09000006,Bickley,13,1
51.404,0.0601,Bromley,E05000106,E09000006,Bickley,14,1
51.3959,0.0684,Bromley,E05000106,E09000006,Bickley,15,1
51.3932,0.0654,Bromley,E05000106,E09000006,Bickley,16,1
51.3908,0.0671,Bromley,E05000106,E09000006,Bickley,17,1
51.3286,0.0039,Bromley,E05000107,E09000006,Biggin Hill,1,1
51.3316,0.0049,Bromley,E05000107,E09000006,Biggin Hill,2,1
51.3305,0.0133,Bromley,E05000107,E09000006,Biggin Hill,3,1
51.3279,0.0154,Bromley,E05000107,E09000006,Biggin Hill,4,1
51.3291,0.0221,Bromley,E05000107,E09000006,Biggin Hill,5,1
51.3271,0.0222,Bromley,E05000107,E09000006,Biggin Hill,6,1
51.3291,0.028,Bromley,E05000107,E09000006,Biggin Hill,7,1
51.3326,0.0291,Bromley,E05000107,E09000006,Biggin Hill,8,1
51.3347,0.0322,Bromley,E05000107,E09000006,Biggin Hill,9,1
51.3329,0.0405,Bromley,E05000107,E09000006,Biggin Hill,10,1
51.3315,0.0397,Bromley,E05000107,E09000006,Biggin Hill,11,1
51.3303,0.0437,Bromley,E05000107,E09000006,Biggin Hill,12,1
51.3249,0.0411,Bromley,E05000107,E09000006,Biggin Hill,13,1
51.3198,0.0458,Bromley,E05000107,E09000006,Biggin Hill,14,1
51.3159,0.0409,Bromley,E05000107,E09000006,Biggin Hill,15,1
51.315,0.0451,Bromley,E05000107,E09000006,Biggin Hill,16,1
51.3076,0.0458,Bromley,E05000107,E09000006,Biggin Hill,17,1
51.3063,0.0422,Bromley,E05000107,E09000006,Biggin Hill,18,1
51.3025,0.0431,Bromley,E05000107,E09000006,Biggin Hill,19,1
51.307,0.0345,Bromley,E05000107,E09000006,Biggin Hill,20,1
51.3016,0.0264,Bromley,E05000107,E09000006,Biggin Hill,21,1
51.2961,0.0224,Bromley,E05000107,E09000006,Biggin Hill,22,1
51.2911,0.0207,Bromley,E05000107,E09000006,Biggin Hill,23,1
51.2912,0.0166,Bromley,E05000107,E09000006,Biggin Hill,24,1
51.3095,0.0101,Bromley,E05000107,E09000006,Biggin Hill,25,1
51.3156,0.0119,Bromley,E05000107,E09000006,Biggin Hill,26,1
51.3151,0.0082,Bromley,E05000107,E09000006,Biggin Hill,27,1
51.3286,0.0039,Bromley,E05000107,E09000006,Biggin Hill,28,1
51.3521,0.0218,Bromley,E05000108,E09000006,Bromley Common and Keston,1,1
51.3576,0.0216,Bromley,E05000108,E09000006,Bromley Common and Keston,2,1
51.3608,0.028,Bromley,E05000108,E09000006,Bromley Common and Keston,3,1
51.3667,0.033,Bromley,E05000108,E09000006,Bromley Common and Keston,4,1
51.3671,0.0352,Bromley,E05000108,E09000006,Bromley Common and Keston,5,1
51.3742,0.037,Bromley,E05000108,E09000006,Bromley Common and Keston,6,1
51.3815,0.0354,Bromley,E05000108,E09000006,Bromley Common and Keston,7,1
51.3872,0.0316,Bromley,E05000108,E09000006,Bromley Common and Keston,8,1
51.3894,0.0253,Bromley,E05000108,E09000006,Bromley Common and Keston,9,1
51.3925,0.021,Bromley,E05000108,E09000006,Bromley Common and Keston,10,1
51.3937,0.0276,Bromley,E05000108,E09000006,Bromley Common and Keston,11,1
51.3931,0.0324,Bromley,E05000108,E09000006,Bromley Common and Keston,12,1
51.3958,0.0405,Bromley,E05000108,E09000006,Bromley Common and Keston,13,1
51.3889,0.0446,Bromley,E05000108,E09000006,Bromley Common and Keston,14,1
51.3889,0.0501,Bromley,E05000108,E09000006,Bromley Common and Keston,15,1
51.3906,0.0564,Bromley,E05000108,E09000006,Bromley Common and Keston,16,1
51.3887,0.0661,Bromley,E05000108,E09000006,Bromley Common and Keston,17,1
51.3908,0.0671,Bromley,E05000108,E09000006,Bromley Common and Keston,18,1
51.3891,0.0674,Bromley,E05000108,E09000006,Bromley Common and Keston,19,1
51.3821,0.0629,Bromley,E05000108,E09000006,Bromley Common and Keston,20,1
51.3804,0.0598,Bromley,E05000108,E09000006,Bromley Common and Keston,21,1
51.3732,0.0558,Bromley,E05000108,E09000006,Bromley Common and Keston,22,1
51.3695,0.05,Bromley,E05000108,E09000006,Bromley Common and Keston,23,1
51.3672,0.0517,Bromley,E05000108,E09000006,Bromley Common and Keston,24,1
51.3643,0.057,Bromley,E05000108,E09000006,Bromley Common and Keston,25,1
51.3618,0.0549,Bromley,E05000108,E09000006,Bromley Common and Keston,26,1
51.3617,0.0512,Bromley,E05000108,E09000006,Bromley Common and Keston,27,1
51.3512,0.046,Bromley,E05000108,E09000006,Bromley Common and Keston,28,1
51.3472,0.0379,Bromley,E05000108,E09000006,Bromley Common and Keston,29,1
51.3484,0.0356,Bromley,E05000108,E09000006,Bromley Common and Keston,30,1
51.349,0.0283,Bromley,E05000108,E09000006,Bromley Common and Keston,31,1
51.3521,0.0218,Bromley,E05000108,E09000006,Bromley Common and Keston,32,1
51.4057,0.0034,Bromley,E05000109,E09000006,Bromley Town,1,1
51.4087,-0.0021,Bromley,E05000109,E09000006,Bromley Town,2,1
51.414,-0.0061,Bromley,E05000109,E09000006,Bromley Town,3,1
51.4169,0.0051,Bromley,E05000109,E09000006,Bromley Town,4,1
51.4153,0.0075,Bromley,E05000109,E09000006,Bromley Town,5,1
51.4097,0.0118,Bromley,E05000109,E09000006,Bromley Town,6,1
51.4091,0.0216,Bromley,E05000109,E09000006,Bromley Town,7,1
51.4066,0.0214,Bromley,E05000109,E09000006,Bromley Town,8,1
51.4064,0.0281,Bromley,E05000109,E09000006,Bromley Town,9,1
51.3992,0.0307,Bromley,E05000109,E09000006,Bromley Town,10,1
51.3991,0.0383,Bromley,E05000109,E09000006,Bromley Town,11,1
51.3958,0.0405,Bromley,E05000109,E09000006,Bromley Town,12,1
51.3931,0.0324,Bromley,E05000109,E09000006,Bromley Town,13,1
51.3937,0.0276,Bromley,E05000109,E09000006,Bromley Town,14,1
51.3925,0.021,Bromley,E05000109,E09000006,Bromley Town,15,1
51.3916,0.0148,Bromley,E05000109,E09000006,Bromley Town,16,1
51.393,0.0132,Bromley,E05000109,E09000006,Bromley Town,17,1
51.3915,0.009,Bromley,E05000109,E09000006,Bromley Town,18,1
51.3926,0.0081,Bromley,E05000109,E09000006,Bromley Town,19,1
51.3942,0.0133,Bromley,E05000109,E09000006,Bromley Town,20,1
51.3957,0.0119,Bromley,E05000109,E09000006,Bromley Town,21,1
51.3981,0.0171,Bromley,E05000109,E09000006,Bromley Town,22,1
51.3997,0.0157,Bromley,E05000109,E09000006,Bromley Town,23,1
51.4014,0.0093,Bromley,E05000109,E09000006,Bromley Town,24,1
51.4057,0.0034,Bromley,E05000109,E09000006,Bromley Town,25,1
51.3197,0.0954,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,1,1
51.3247,0.0967,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,2,1
51.3278,0.0948,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,3,1
51.3308,0.0985,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,4,1
51.3363,0.0974,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,5,1
51.3443,0.1009,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,6,1
51.3451,0.0955,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,7,1
51.3478,0.0915,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,8,1
51.3568,0.0877,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,9,1
51.3611,0.0798,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,10,1
51.3651,0.0836,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,11,1
51.3709,0.092,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,12,1
51.3657,0.0963,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,13,1
51.3599,0.1039,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,14,1
51.3601,0.1113,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,15,1
51.3642,0.1159,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,16,1
51.3644,0.1211,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,17,1
51.366,0.1304,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,18,1
51.369,0.1287,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,19,1
51.3715,0.1301,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,20,1
51.3692,0.1342,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,21,1
51.3685,0.1415,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,22,1
51.3665,0.1489,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,23,1
51.3623,0.1467,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,24,1
51.3552,0.1467,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,25,1
51.3502,0.1442,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,26,1
51.3453,0.1388,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,27,1
51.3436,0.1386,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,28,1
51.3453,0.1267,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,29,1
51.3437,0.1202,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,30,1
51.3408,0.1183,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,31,1
51.3342,0.1216,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,32,1
51.3332,0.1232,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,33,1
51.3269,0.1158,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,34,1
51.3261,0.1114,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,35,1
51.3268,0.1064,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,36,1
51.3197,0.0954,Bromley,E05000110,E09000006,Chelsfield and Pratts Bottom,37,1
51.3942,0.0892,Bromley,E05000111,E09000006,Chislehurst,1,1
51.3943,0.0844,Bromley,E05000111,E09000006,Chislehurst,2,1
51.3959,0.0768,Bromley,E05000111,E09000006,Chislehurst,3,1
51.3997,0.0669,Bromley,E05000111,E09000006,Chislehurst,4,1
51.404,0.0601,Bromley,E05000111,E09000006,Chislehurst,5,1
51.4157,0.0468,Bromley,E05000111,E09000006,Chislehurst,6,1
51.4229,0.0362,Bromley,E05000111,E09000006,Chislehurst,7,1
51.4241,0.0407,Bromley,E05000111,E09000006,Chislehurst,8,1
51.4223,0.0495,Bromley,E05000111,E09000006,Chislehurst,9,1
51.4229,0.0514,Bromley,E05000111,E09000006,Chislehurst,10,1
51.42,0.0582,Bromley,E05000111,E09000006,Chislehurst,11,1
51.4244,0.0598,Bromley,E05000111,E09000006,Chislehurst,12,1
51.4232,0.0633,Bromley,E05000111,E09000006,Chislehurst,13,1
51.4315,0.077,Bromley,E05000111,E09000006,Chislehurst,14,1
51.429,0.0853,Bromley,E05000111,E09000006,Chislehurst,15,1
51.4251,0.0889,Bromley,E05000111,E09000006,Chislehurst,16,1
51.4206,0.0949,Bromley,E05000111,E09000006,Chislehurst,17,1
51.4147,0.1061,Bromley,E05000111,E09000006,Chislehurst,18,1
51.409,0.102,Bromley,E05000111,E09000006,Chislehurst,19,1
51.4059,0.09,Bromley,E05000111,E09000006,Chislehurst,20,1
51.4022,0.093,Bromley,E05000111,E09000006,Chislehurst,21,1
51.4022,0.0955,Bromley,E05000111,E09000006,Chislehurst,22,1
51.3993,0.0996,Bromley,E05000111,E09000006,Chislehurst,23,1
51.3976,0.097,Bromley,E05000111,E09000006,Chislehurst,24,1
51.3944,0.097,Bromley,E05000111,E09000006,Chislehurst,25,1
51.3942,0.0892,Bromley,E05000111,E09000006,Chislehurst,26,1
51.3975,-0.0489,Bromley,E05000112,E09000006,Clock House,1,1
51.4009,-0.0514,Bromley,E05000112,E09000006,Clock House,2,1
51.3987,-0.0578,Bromley,E05000112,E09000006,Clock House,3,1
51.401,-0.0622,Bromley,E05000112,E09000006,Clock House,4,1
51.4033,-0.067,Bromley,E05000112,E09000006,Clock House,5,1
51.4081,-0.058,Bromley,E05000112,E09000006,Clock House,6,1
51.4058,-0.0554,Bromley,E05000112,E09000006,Clock House,7,1
51.4101,-0.0469,Bromley,E05000112,E09000006,Clock House,8,1
51.4083,-0.0386,Bromley,E05000112,E09000006,Clock House,9,1
51.4117,-0.0336,Bromley,E05000112,E09000006,Clock House,10,1
51.415,-0.0337,Bromley,E05000112,E09000006,Clock House,11,1
51.4121,-0.0314,Bromley,E05000112,E09000006,Clock House,12,1
51.4108,-0.0272,Bromley,E05000112,E09000006,Clock House,13,1
51.406,-0.0312,Bromley,E05000112,E09000006,Clock House,14,1
51.3988,-0.0393,Bromley,E05000112,E09000006,Clock House,15,1
51.3975,-0.0489,Bromley,E05000112,E09000006,Clock House,16,1
51.415,-0.0337,Bromley,E05000113,E09000006,Copers Cope,1,1
51.4241,-0.0318,Bromley,E05000113,E09000006,Copers Cope,2,1
51.4251,-0.0285,Bromley,E05000113,E09000006,Copers Cope,3,1
51.4204,-0.0193,Bromley,E05000113,E09000006,Copers Cope,4,1
51.417,-0.0209,Bromley,E05000113,E09000006,Copers Cope,5,1
51.4131,-0.0126,Bromley,E05000113,E09000006,Copers Cope,6,1
51.414,-0.0061,Bromley,E05000113,E09000006,Copers Cope,7,1
51.4087,-0.0021,Bromley,E05000113,E09000006,Copers Cope,8,1
51.4057,0.0034,Bromley,E05000113,E09000006,Copers Cope,9,1
51.4013,-0.0025,Bromley,E05000113,E09000006,Copers Cope,10,1
51.3986,-0.0076,Bromley,E05000113,E09000006,Copers Cope,11,1
